variable_num,value,translation
W3029,510,Bribery
W3029,220,Burglary/Breaking and Entering
W3029,250,Counterfeiting/Forgery
W3029,290,Destruction/Damage/Vandalism of Property
W3029,35A,Drug/Narcotic Violations
W3029,35B,Drug Equipment Violations
W3029,270,Embezzlement
W3029,210,Extortion/Blackmail
W3029,26A,False Pretenses/Swindle/Confidence Game
W3029,26B,Credit Card/Automatic Teller Machine Fraud
W3029,26C,Impersonation
W3029,26D,Welfare Fraud
W3029,26E,Wire Fraud
W3029,39A,Betting/Wagering
W3029,39B,Operating/Promoting/Assisting Gambling
W3029,39C,Gambling Equipment Violations
W3029,39D,Sports Tampering
W3029,09A,Murder/Nonnegligent Manslaughter
W3029,09B,Negligent Manslaughter
W3029,09C,Justifiable Homicide
W3029,64A,Human Trafficking - Commercial Sex Acts
W3029,64B,Human Trafficking - Involuntary Servitude
W3029,100,Kidnaping/Abduction
W3029,23A,Pocket-picking
W3029,23B,Purse-snatching
W3029,23C,Shoplifting
W3029,23D,Theft From Building
W3029,23E,Theft From Coin-Operated Machine or Device
W3029,23F,Theft From Motor Vehicle
W3029,23G,Theft of Motor Vehicle Parts/Accessories
W3029,23H,All Other Larceny
W3029,240,Motor Vehicle Theft
W3029,370,Pornography/Obscene Material
W3029,40A,Prostitution
W3029,40B,Assisting or Promoting Prostitution
W3029,40C,Purchasing Prostitution
W3029,120,Robbery
W3029,11A,Rape
W3029,11B,Sodomy
W3029,11C,Sexual Assault With An Object
W3029,11D,Fondling (Indecent Liberties/Child Molesting)
W3029,36A,Incest
W3029,36B,Statutory Rape
W3029,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3029,520,Weapon Law Violations
W3030,200,Arson
W3030,13A,Aggravated Assault
W3030,13B,Simple Assault
W3030,13C,Intimidation
W3030,510,Bribery
W3030,220,Burglary/Breaking and Entering
W3030,250,Counterfeiting/Forgery
W3030,290,Destruction/Damage/Vandalism of Property
W3030,35A,Drug/Narcotic Violations
W3030,35B,Drug Equipment Violations
W3030,270,Embezzlement
W3030,210,Extortion/Blackmail
W3030,26A,False Pretenses/Swindle/Confidence Game
W3030,26B,Credit Card/Automatic Teller Machine Fraud
W3030,26C,Impersonation
W3030,26D,Welfare Fraud
W3030,26E,Wire Fraud
W3030,39A,Betting/Wagering
W3030,39B,Operating/Promoting/Assisting Gambling
W3030,39C,Gambling Equipment Violations
W3030,39D,Sports Tampering
W3030,09A,Murder/Nonnegligent Manslaughter
W3030,09B,Negligent Manslaughter
W3030,09C,Justifiable Homicide
W3030,64A,Human Trafficking - Commercial Sex Acts
W3030,64B,Human Trafficking - Involuntary Servitude
W3030,100,Kidnaping/Abduction
W3030,23A,Pocket-picking
W3030,23B,Purse-snatching
W3030,23C,Shoplifting
W3030,23D,Theft From Building
W3030,23E,Theft From Coin-Operated Machine or Device
W3030,23F,Theft From Motor Vehicle
W3030,23G,Theft of Motor Vehicle Parts/Accessories
W3030,23H,All Other Larceny
W3030,240,Motor Vehicle Theft
W3030,370,Pornography/Obscene Material
W3030,40A,Prostitution
W3030,40B,Assisting or Promoting Prostitution
W3030,40C,Purchasing Prostitution
W3030,120,Robbery
W3030,11A,Rape
W3030,11B,Sodomy
W3030,11C,Sexual Assault With An Object
W3030,11D,Fondling (Indecent Liberties/Child Molesting)
W3030,36A,Incest
W3030,36B,Statutory Rape
W3030,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3030,520,Weapon Law Violations
W3031,200,Arson
W3031,13A,Aggravated Assault
W3031,13B,Simple Assault
W3031,13C,Intimidation
W3031,510,Bribery
W3031,220,Burglary/Breaking and Entering
W3031,250,Counterfeiting/Forgery
W3031,290,Destruction/Damage/Vandalism of Property
W3031,35A,Drug/Narcotic Violations
W3031,35B,Drug Equipment Violations
W3031,270,Embezzlement
W3031,210,Extortion/Blackmail
W3031,26A,False Pretenses/Swindle/Confidence Game
W3031,26B,Credit Card/Automatic Teller Machine Fraud
W3031,26C,Impersonation
W3031,26D,Welfare Fraud
W3031,26E,Wire Fraud
W3031,39A,Betting/Wagering
W3031,39B,Operating/Promoting/Assisting Gambling
W3031,39C,Gambling Equipment Violations
W3031,39D,Sports Tampering
W3031,09A,Murder/Nonnegligent Manslaughter
W3031,09B,Negligent Manslaughter
W3031,09C,Justifiable Homicide
W3031,64A,Human Trafficking - Commercial Sex Acts
W3031,64B,Human Trafficking - Involuntary Servitude
W3031,100,Kidnaping/Abduction
W3031,23A,Pocket-picking
W3031,23B,Purse-snatching
W3031,23C,Shoplifting
W3031,23D,Theft From Building
W3031,23E,Theft From Coin-Operated Machine or Device
W3031,23F,Theft From Motor Vehicle
W3031,23G,Theft of Motor Vehicle Parts/Accessories
W3031,23H,All Other Larceny
W3031,240,Motor Vehicle Theft
W3031,370,Pornography/Obscene Material
W3031,40A,Prostitution
W3031,40B,Assisting or Promoting Prostitution
W3031,40C,Purchasing Prostitution
W3031,120,Robbery
W3031,11A,Rape
W3031,11B,Sodomy
W3031,11C,Sexual Assault With An Object
W3031,11D,Fondling (Indecent Liberties/Child Molesting)
W3031,36A,Incest
W3031,36B,Statutory Rape
W3031,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3031,520,Weapon Law Violations
W3032,200,Arson
W3032,13A,Aggravated Assault
W3032,13B,Simple Assault
W3032,13C,Intimidation
W3032,510,Bribery
W3032,220,Burglary/Breaking and Entering
W3032,250,Counterfeiting/Forgery
W3032,290,Destruction/Damage/Vandalism of Property
W3032,35A,Drug/Narcotic Violations
W3032,35B,Drug Equipment Violations
W3032,270,Embezzlement
W3032,210,Extortion/Blackmail
W3032,26A,False Pretenses/Swindle/Confidence Game
W3032,26B,Credit Card/Automatic Teller Machine Fraud
W3032,26C,Impersonation
W3032,26D,Welfare Fraud
W3032,26E,Wire Fraud
W3032,39A,Betting/Wagering
W3032,39B,Operating/Promoting/Assisting Gambling
W3032,39C,Gambling Equipment Violations
W3032,39D,Sports Tampering
W3032,09A,Murder/Nonnegligent Manslaughter
W3032,09B,Negligent Manslaughter
W3032,09C,Justifiable Homicide
W3032,64A,Human Trafficking - Commercial Sex Acts
W3032,64B,Human Trafficking - Involuntary Servitude
W3032,100,Kidnaping/Abduction
W3032,23A,Pocket-picking
W3032,23B,Purse-snatching
W3032,23C,Shoplifting
W3032,23D,Theft From Building
W3032,23E,Theft From Coin-Operated Machine or Device
W3032,23F,Theft From Motor Vehicle
W3032,23G,Theft of Motor Vehicle Parts/Accessories
W3032,23H,All Other Larceny
W3032,240,Motor Vehicle Theft
W3032,370,Pornography/Obscene Material
W3032,40A,Prostitution
W3032,40B,Assisting or Promoting Prostitution
W3032,40C,Purchasing Prostitution
W3032,120,Robbery
W3032,11A,Rape
W3032,11B,Sodomy
W3032,11C,Sexual Assault With An Object
W3032,11D,Fondling (Indecent Liberties/Child Molesting)
W3032,36A,Incest
W3032,36B,Statutory Rape
W3032,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3032,520,Weapon Law Violations
W3033,200,Arson
W3033,13A,Aggravated Assault
W3033,13B,Simple Assault
W3033,13C,Intimidation
W3033,510,Bribery
W3033,220,Burglary/Breaking and Entering
W3033,250,Counterfeiting/Forgery
W3033,290,Destruction/Damage/Vandalism of Property
W3033,35A,Drug/Narcotic Violations
W3033,35B,Drug Equipment Violations
W3033,270,Embezzlement
W3033,210,Extortion/Blackmail
W3033,26A,False Pretenses/Swindle/Confidence Game
W3033,26B,Credit Card/Automatic Teller Machine Fraud
W3033,26C,Impersonation
W3033,26D,Welfare Fraud
W3033,26E,Wire Fraud
W3033,39A,Betting/Wagering
W3033,39B,Operating/Promoting/Assisting Gambling
W3033,39C,Gambling Equipment Violations
W3033,39D,Sports Tampering
W3033,09A,Murder/Nonnegligent Manslaughter
W3033,09B,Negligent Manslaughter
W3033,09C,Justifiable Homicide
W3033,64A,Human Trafficking - Commercial Sex Acts
W3033,64B,Human Trafficking - Involuntary Servitude
W3033,100,Kidnaping/Abduction
W3033,23A,Pocket-picking
W3033,23B,Purse-snatching
W3033,23C,Shoplifting
W3033,23D,Theft From Building
W3033,23E,Theft From Coin-Operated Machine or Device
W3033,23F,Theft From Motor Vehicle
W3033,23G,Theft of Motor Vehicle Parts/Accessories
W3033,23H,All Other Larceny
W3033,240,Motor Vehicle Theft
W3033,370,Pornography/Obscene Material
W3033,40A,Prostitution
W3033,40B,Assisting or Promoting Prostitution
W3033,40C,Purchasing Prostitution
W3033,120,Robbery
W3033,11A,Rape
W3033,11B,Sodomy
W3033,11C,Sexual Assault With An Object
W3033,11D,Fondling (Indecent Liberties/Child Molesting)
W3033,36A,Incest
W3033,36B,Statutory Rape
W3033,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W3033,520,Weapon Law Violations
W6001,W6,Window Arrestee Segment
W6002,01,AL-Alabama
W6002,02,AZ-Arizona
W6002,03,AR-Arkansas
W6002,04,CA-California
W6002,05,CO-Colorado
W6002,06,CT-Connecticut
W6002,07,DE-Delaware
W6002,08,DC-District of Columbia
W6002,09,FL-Florida
W6002,10,GA-Georgia
W6002,11,ID-Idaho
W6002,12,IL-Illinois
W6002,13,IN-Indiana
W6002,14,IA-Iowa
W6002,15,KS-Kansas
W6002,16,KY-Kentucky
W6002,17,LA-Louisiana
W6002,18,ME-Maine
W6002,19,MD-Maryland
W6002,20,MA-Massachusetts
W6002,21,MI-Michigan
W6002,22,MN-Minnesota
W6002,23,MS-Mississippi
W6002,24,MO-Missouri
W6002,25,MT-Montana
W6002,26,NB-Nebraska
W6002,27,NV-Nevada
W6002,28,NH-New Hampshire
W6002,29,NJ-New Jersey
W6002,30,NM-New Mexico
W6002,31,NY-New York
W6002,32,NC-North Carolina
W6002,33,ND-North Dakota
W6002,34,OH-Ohio
W6002,35,OK-Oklahoma
W6002,36,OR-Oregon
W6002,37,PA-Pennsylvania
W6002,38,RI-Rhode Island
W6002,39,SC-South Carolina
W6002,40,SD-South Dakota
W6002,41,TN-Tennessee
W6002,42,TX-Texas
W6002,43,UT-Utah
W6002,44,VT-Vermont
W6002,45,VA-Virginia
W6002,46,WA-Washington
W6002,47,WV-West Virginia
W6002,48,WI-Wisconsin
W6002,49,WY-Wyoming
W6002,50,AK-Alaska
W6002,51,HI-Hawaii
W6002,52,CZ-Canal Zone
W6002,53,PR-Puerto Rico
W6002,54,AS-American Samoa
W6002,55,GM-Guam
W6002,62,VI-Virgin Islands
W6009,O,On-View Arrest (taken into custody without a warrant or previous incident report)
W6009,S,Summoned/Cited (not taken into custody)
W6009,T,Taken Into Custody (based on warrant and/or previous incident report)
W6010,M,Multiple
W6010,C,Count Arrestee
W6010,N,Not Applicable
W6011,200,Arson
W6011,13A,Aggravated Assault
W6011,13B,Simple Assault
W6011,13C,Intimidation
W6011,510,Bribery
W6011,220,Burglary/Breaking and Entering
W6011,250,Counterfeiting/Forgery
W6011,290,Destruction/Damage/Vandalism of Property
W6011,35A,Drug/Narcotic Violations
W6011,35B,Drug Equipment Violations
W6011,270,Embezzlement
W6011,210,Extortion/Blackmail
W6011,26A,False Pretenses/Swindle/Confidence Game
W6011,26B,Credit Card/Automatic Teller Machine Fraud
W6011,26C,Impersonation
W6011,26D,Welfare Fraud
W6011,26E,Wire Fraud
W6011,39A,Betting/Wagering
W6011,39B,Operating/Promoting/Assisting Gambling
W6011,39C,Gambling Equipment Violations
W6011,39D,Sports Tampering
W6011,09A,Murder/Nonnegligent Manslaughter
W6011,09B,Negligent Manslaughter
W6011,09C,Justifiable Homicide
W6011,64A,Human Trafficking - Commercial Sex Acts
W6011,64B,Human Trafficking - Involuntary Servitude
W6011,100,Kidnaping/Abduction
W6011,23A,Pocket-picking
W6011,23B,Purse-snatching
W6011,23C,Shoplifting
W6011,23D,Theft From Building
W6011,23E,Theft From Coin-Operated Machine or Device
W6011,23F,Theft From Motor Vehicle
W6011,23G,Theft of Motor Vehicle Parts/Accessories
W6011,23H,All Other Larceny
W6011,240,Motor Vehicle Theft
W6011,370,Pornography/Obscene Material
W6011,40A,Prostitution
W6011,40B,Assisting or Promoting Prostitution
W6011,40C,Purchasing Prostitution
W6011,120,Robbery
W6011,11A,Rape
W6011,11B,Sodomy
W6011,11C,Sexual Assault With An Object
W6011,11D,Fondling (Indecent Liberties/Child Molesting)
W6011,36A,Incest
W6011,36B,Statutory Rape
W6011,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6011,520,Weapon Law Violations
W6012,01,Unarmed
W6012,11,Firearm (type not stated)
W6012,11A,"Firearm (type not stated), automatic"
W6012,12,Handgun
W6012,12A,"Handgun, automatic"
W6012,13,Rifle
W6012,13A,"Rifle, automatic"
W6012,14,Shotgun
W6012,14A,"Shotgun, automatic"
W6012,15,Other Firearm
W6012,15A,"Other Firearm, automatic"
W6012,16,"Lethal Cutting Instrument (e.g., switchblade knife, etc.)"
W6012,17,Club/Blackjack/Brass Knuckles
W6013,01,Unarmed
W6013,11,Firearm (type not stated)
W6013,11A,"Firearm (type not stated), automatic"
W6013,12,Handgun
W6013,12A,"Handgun, automatic"
W6013,13,Rifle
W6013,13A,"Rifle, automatic"
W6013,14,Shotgun
W6013,14A,"Shotgun, automatic"
W6013,15,Other Firearm
W6013,15A,"Other Firearm, automatic"
W6013,16,"Lethal Cutting Instrument (e.g., switchblade knife, etc.)"
W6013,17,Club/Blackjack/Brass Knuckles
W6014,00,Unknown
W6014,99,Over 98 Years Old
W6015,M,Male
W6015,F,Female
W6016,W,White
W6016,B,Black or African American
W6016,I,American Indian or Alaska Native
W6016,A,Asian
W6016,P,Native Hawaiian or Other Pacific Islander
W6016,U,Unknown
W6017,H,Hispanic or Latino Origin
W6017,N,Not of Hispanic or Latino Origin
W6017,U,Unknown
W6018,R,Resident
W6018,N,Nonresident
W6018,U,Unknown
W6019,H,"Handled Within Department (e.g., released to parents, released with warning, etc.)"
W6019,R,"Referred to Other Authorities (e.g., turned over to juvenile court, probation department, welfare agency, other police agency,
criminal or adult court, etc.)"
W6020,Y,Yes (clears case)
W6020,N,No (already cleared)
W6021,200,Arson
W6021,13A,Aggravated Assault
W6021,13B,Simple Assault
W6021,13C,Intimidation
W6021,510,Bribery
W6021,220,Burglary/Breaking and Entering
W6021,250,Counterfeiting/Forgery
W6021,290,Destruction/Damage/Vandalism of Property
W6021,35A,Drug/Narcotic Violations
W6021,35B,Drug Equipment Violations
W6021,270,Embezzlement
W6021,210,Extortion/Blackmail
W6021,26A,False Pretenses/Swindle/Confidence Game
W6021,26B,Credit Card/Automatic Teller Machine Fraud
W6021,26C,Impersonation
W6021,26D,Welfare Fraud
W6021,26E,Wire Fraud
W6021,39A,Betting/Wagering
W6021,39B,Operating/Promoting/Assisting Gambling
W6021,39C,Gambling Equipment Violations
W6021,39D,Sports Tampering
W6021,09A,Murder/Nonnegligent Manslaughter
W6021,09B,Negligent Manslaughter
W6021,09C,Justifiable Homicide
W6021,64A,Human Trafficking - Commercial Sex Acts
W6021,64B,Human Trafficking - Involuntary Servitude
W6021,100,Kidnaping/Abduction
W6021,23A,Pocket-picking
W6021,23B,Purse-snatching
W6021,23C,Shoplifting
W6021,23D,Theft From Building
W6021,23E,Theft From Coin-Operated Machine or Device
W6021,23F,Theft From Motor Vehicle
W6021,23G,Theft of Motor Vehicle Parts/Accessories
W6021,23H,All Other Larceny
W6021,240,Motor Vehicle Theft
W6021,370,Pornography/Obscene Material
W6021,40A,Prostitution
W6021,40B,Assisting or Promoting Prostitution
W6021,40C,Purchasing Prostitution
W6021,120,Robbery
W6021,11A,Rape
W6021,11B,Sodomy
W6021,11C,Sexual Assault With An Object
W6021,11D,Fondling (Indecent Liberties/Child Molesting)
W6021,36A,Incest
W6021,36B,Statutory Rape
W6021,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6021,520,Weapon Law Violations
W6022,200,Arson
W6022,13A,Aggravated Assault
W6022,13B,Simple Assault
W6022,13C,Intimidation
W6022,510,Bribery
W6022,220,Burglary/Breaking and Entering
W6022,250,Counterfeiting/Forgery
W6022,290,Destruction/Damage/Vandalism of Property
W6022,35A,Drug/Narcotic Violations
W6022,35B,Drug Equipment Violations
W6022,270,Embezzlement
W6022,210,Extortion/Blackmail
W6022,26A,False Pretenses/Swindle/Confidence Game
W6022,26B,Credit Card/Automatic Teller Machine Fraud
W6022,26C,Impersonation
W6022,26D,Welfare Fraud
W6022,26E,Wire Fraud
W6022,39A,Betting/Wagering
W6022,39B,Operating/Promoting/Assisting Gambling
W6022,39C,Gambling Equipment Violations
W6022,39D,Sports Tampering
W6022,09A,Murder/Nonnegligent Manslaughter
W6022,09B,Negligent Manslaughter
W6022,09C,Justifiable Homicide
W6022,64A,Human Trafficking - Commercial Sex Acts
W6022,64B,Human Trafficking - Involuntary Servitude
W6022,100,Kidnaping/Abduction
W6022,23A,Pocket-picking
W6022,23B,Purse-snatching
W6022,23C,Shoplifting
W6022,23D,Theft From Building
W6022,23E,Theft From Coin-Operated Machine or Device
W6022,23F,Theft From Motor Vehicle
W6022,23G,Theft of Motor Vehicle Parts/Accessories
W6022,23H,All Other Larceny
W6022,240,Motor Vehicle Theft
W6022,370,Pornography/Obscene Material
W6022,40A,Prostitution
W6022,40B,Assisting or Promoting Prostitution
W6022,40C,Purchasing Prostitution
W6022,120,Robbery
W6022,11A,Rape
W6022,11B,Sodomy
W6022,11C,Sexual Assault With An Object
W6022,11D,Fondling (Indecent Liberties/Child Molesting)
W6022,36A,Incest
W6022,36B,Statutory Rape
W6022,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6022,520,Weapon Law Violations
W6023,200,Arson
W6023,13A,Aggravated Assault
W6023,13B,Simple Assault
W6023,13C,Intimidation
W6023,510,Bribery
W6023,220,Burglary/Breaking and Entering
W6023,250,Counterfeiting/Forgery
W6023,290,Destruction/Damage/Vandalism of Property
W6023,35A,Drug/Narcotic Violations
W6023,35B,Drug Equipment Violations
W6023,270,Embezzlement
W6023,210,Extortion/Blackmail
W6023,26A,False Pretenses/Swindle/Confidence Game
W6023,26B,Credit Card/Automatic Teller Machine Fraud
W6023,26C,Impersonation
W6023,26D,Welfare Fraud
W6023,26E,Wire Fraud
W6023,39A,Betting/Wagering
W6023,39B,Operating/Promoting/Assisting Gambling
W6023,39C,Gambling Equipment Violations
W6023,39D,Sports Tampering
W6023,09A,Murder/Nonnegligent Manslaughter
W6023,09B,Negligent Manslaughter
W6023,09C,Justifiable Homicide
W6023,64A,Human Trafficking - Commercial Sex Acts
W6023,64B,Human Trafficking - Involuntary Servitude
W6023,100,Kidnaping/Abduction
W6023,23A,Pocket-picking
W6023,23B,Purse-snatching
W6023,23C,Shoplifting
W6023,23D,Theft From Building
W6023,23E,Theft From Coin-Operated Machine or Device
W6023,23F,Theft From Motor Vehicle
W6023,23G,Theft of Motor Vehicle Parts/Accessories
W6023,23H,All Other Larceny
W6023,240,Motor Vehicle Theft
W6023,370,Pornography/Obscene Material
W6023,40A,Prostitution
W6023,40B,Assisting or Promoting Prostitution
W6023,40C,Purchasing Prostitution
W6023,120,Robbery
W6023,11A,Rape
W6023,11B,Sodomy
W6023,11C,Sexual Assault With An Object
W6023,11D,Fondling (Indecent Liberties/Child Molesting)
W6023,36A,Incest
W6023,36B,Statutory Rape
W6023,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6023,520,Weapon Law Violations
W6024,200,Arson
W6024,13A,Aggravated Assault
W6024,13B,Simple Assault
W6024,13C,Intimidation
W6024,510,Bribery
W6024,220,Burglary/Breaking and Entering
W6024,250,Counterfeiting/Forgery
W6024,290,Destruction/Damage/Vandalism of Property
W6024,35A,Drug/Narcotic Violations
W6024,35B,Drug Equipment Violations
W6024,270,Embezzlement
W6024,210,Extortion/Blackmail
W6024,26A,False Pretenses/Swindle/Confidence Game
W6024,26B,Credit Card/Automatic Teller Machine Fraud
W6024,26C,Impersonation
W6024,26D,Welfare Fraud
W6024,26E,Wire Fraud
W6024,39A,Betting/Wagering
W6024,39B,Operating/Promoting/Assisting Gambling
W6024,39C,Gambling Equipment Violations
W6024,39D,Sports Tampering
W6024,09A,Murder/Nonnegligent Manslaughter
W6024,09B,Negligent Manslaughter
W6024,09C,Justifiable Homicide
W6024,64A,Human Trafficking - Commercial Sex Acts
W6024,64B,Human Trafficking - Involuntary Servitude
W6024,100,Kidnaping/Abduction
W6024,23A,Pocket-picking
W6024,23B,Purse-snatching
W6024,23C,Shoplifting
W6024,23D,Theft From Building
W6024,23E,Theft From Coin-Operated Machine or Device
W6024,23F,Theft From Motor Vehicle
W6024,23G,Theft of Motor Vehicle Parts/Accessories
W6024,23H,All Other Larceny
W6024,240,Motor Vehicle Theft
W6024,370,Pornography/Obscene Material
W6024,40A,Prostitution
W6024,40B,Assisting or Promoting Prostitution
W6024,40C,Purchasing Prostitution
W6024,120,Robbery
W6024,11A,Rape
W6024,11B,Sodomy
W6024,11C,Sexual Assault With An Object
W6024,11D,Fondling (Indecent Liberties/Child Molesting)
W6024,36A,Incest
W6024,36B,Statutory Rape
W6024,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6024,520,Weapon Law Violations
W6025,200,Arson
W6025,13A,Aggravated Assault
W6025,13B,Simple Assault
W6025,13C,Intimidation
W6025,510,Bribery
W6025,220,Burglary/Breaking and Entering
W6025,250,Counterfeiting/Forgery
W6025,290,Destruction/Damage/Vandalism of Property
W6025,35A,Drug/Narcotic Violations
W6025,35B,Drug Equipment Violations
W6025,270,Embezzlement
W6025,210,Extortion/Blackmail
W6025,26A,False Pretenses/Swindle/Confidence Game
W6025,26B,Credit Card/Automatic Teller Machine Fraud
W6025,26C,Impersonation
W6025,26D,Welfare Fraud
W6025,26E,Wire Fraud
W6025,39A,Betting/Wagering
W6025,39B,Operating/Promoting/Assisting Gambling
W6025,39C,Gambling Equipment Violations
W6025,39D,Sports Tampering
W6025,09A,Murder/Nonnegligent Manslaughter
W6025,09B,Negligent Manslaughter
W6025,09C,Justifiable Homicide
W6025,64A,Human Trafficking - Commercial Sex Acts
W6025,64B,Human Trafficking - Involuntary Servitude
W6025,100,Kidnaping/Abduction
W6025,23A,Pocket-picking
W6025,23B,Purse-snatching
W6025,23C,Shoplifting
W6025,23D,Theft From Building
W6025,23E,Theft From Coin-Operated Machine or Device
W6025,23F,Theft From Motor Vehicle
W6025,23G,Theft of Motor Vehicle Parts/Accessories
W6025,23H,All Other Larceny
W6025,240,Motor Vehicle Theft
W6025,370,Pornography/Obscene Material
W6025,40A,Prostitution
W6025,40B,Assisting or Promoting Prostitution
W6025,40C,Purchasing Prostitution
W6025,120,Robbery
W6025,11A,Rape
W6025,11B,Sodomy
W6025,11C,Sexual Assault With An Object
W6025,11D,Fondling (Indecent Liberties/Child Molesting)
W6025,36A,Incest
W6025,36B,Statutory Rape
W6025,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6025,520,Weapon Law Violations
W6026,200,Arson
W6026,13A,Aggravated Assault
W6026,13B,Simple Assault
W6026,13C,Intimidation
W6026,510,Bribery
W6026,220,Burglary/Breaking and Entering
W6026,250,Counterfeiting/Forgery
W6026,290,Destruction/Damage/Vandalism of Property
W6026,35A,Drug/Narcotic Violations
W6026,35B,Drug Equipment Violations
W6026,270,Embezzlement
W6026,210,Extortion/Blackmail
W6026,26A,False Pretenses/Swindle/Confidence Game
W6026,26B,Credit Card/Automatic Teller Machine Fraud
W6026,26C,Impersonation
W6026,26D,Welfare Fraud
W6026,26E,Wire Fraud
W6026,39A,Betting/Wagering
W6026,39B,Operating/Promoting/Assisting Gambling
W6026,39C,Gambling Equipment Violations
W6026,39D,Sports Tampering
W6026,09A,Murder/Nonnegligent Manslaughter
W6026,09B,Negligent Manslaughter
W6026,09C,Justifiable Homicide
W6026,64A,Human Trafficking - Commercial Sex Acts
W6026,64B,Human Trafficking - Involuntary Servitude
W6026,100,Kidnaping/Abduction
W6026,23A,Pocket-picking
W6026,23B,Purse-snatching
W6026,23C,Shoplifting
W6026,23D,Theft From Building
W6026,23E,Theft From Coin-Operated Machine or Device
W6026,23F,Theft From Motor Vehicle
W6026,23G,Theft of Motor Vehicle Parts/Accessories
W6026,23H,All Other Larceny
W6026,240,Motor Vehicle Theft
W6026,370,Pornography/Obscene Material
W6026,40A,Prostitution
W6026,40B,Assisting or Promoting Prostitution
W6026,40C,Purchasing Prostitution
W6026,120,Robbery
W6026,11A,Rape
W6026,11B,Sodomy
W6026,11C,Sexual Assault With An Object
W6026,11D,Fondling (Indecent Liberties/Child Molesting)
W6026,36A,Incest
W6026,36B,Statutory Rape
W6026,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6026,520,Weapon Law Violations
W6027,200,Arson
W6027,13A,Aggravated Assault
W6027,13B,Simple Assault
W6027,13C,Intimidation
W6027,510,Bribery
W6027,220,Burglary/Breaking and Entering
W6027,250,Counterfeiting/Forgery
W6027,290,Destruction/Damage/Vandalism of Property
W6027,35A,Drug/Narcotic Violations
W6027,35B,Drug Equipment Violations
W6027,270,Embezzlement
W6027,210,Extortion/Blackmail
W6027,26A,False Pretenses/Swindle/Confidence Game
W6027,26B,Credit Card/Automatic Teller Machine Fraud
W6027,26C,Impersonation
W6027,26D,Welfare Fraud
W6027,26E,Wire Fraud
W6027,39A,Betting/Wagering
W6027,39B,Operating/Promoting/Assisting Gambling
W6027,39C,Gambling Equipment Violations
W6027,39D,Sports Tampering
W6027,09A,Murder/Nonnegligent Manslaughter
W6027,09B,Negligent Manslaughter
W6027,09C,Justifiable Homicide
W6027,64A,Human Trafficking - Commercial Sex Acts
W6027,64B,Human Trafficking - Involuntary Servitude
W6027,100,Kidnaping/Abduction
W6027,23A,Pocket-picking
W6027,23B,Purse-snatching
W6027,23C,Shoplifting
W6027,23D,Theft From Building
W6027,23E,Theft From Coin-Operated Machine or Device
W6027,23F,Theft From Motor Vehicle
W6027,23G,Theft of Motor Vehicle Parts/Accessories
W6027,23H,All Other Larceny
W6027,240,Motor Vehicle Theft
W6027,370,Pornography/Obscene Material
W6027,40A,Prostitution
W6027,40B,Assisting or Promoting Prostitution
W6027,40C,Purchasing Prostitution
W6027,120,Robbery
W6027,11A,Rape
W6027,11B,Sodomy
W6027,11C,Sexual Assault With An Object
W6027,11D,Fondling (Indecent Liberties/Child Molesting)
W6027,36A,Incest
W6027,36B,Statutory Rape
W6027,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6027,520,Weapon Law Violations
W6028,200,Arson
W6028,13A,Aggravated Assault
W6028,13B,Simple Assault
W6028,13C,Intimidation
W6028,510,Bribery
W6028,220,Burglary/Breaking and Entering
W6028,250,Counterfeiting/Forgery
W6028,290,Destruction/Damage/Vandalism of Property
W6028,35A,Drug/Narcotic Violations
W6028,35B,Drug Equipment Violations
W6028,270,Embezzlement
W6028,210,Extortion/Blackmail
W6028,26A,False Pretenses/Swindle/Confidence Game
W6028,26B,Credit Card/Automatic Teller Machine Fraud
W6028,26C,Impersonation
W6028,26D,Welfare Fraud
W6028,26E,Wire Fraud
W6028,39A,Betting/Wagering
W6028,39B,Operating/Promoting/Assisting Gambling
W6028,39C,Gambling Equipment Violations
W6028,39D,Sports Tampering
W6028,09A,Murder/Nonnegligent Manslaughter
W6028,09B,Negligent Manslaughter
W6028,09C,Justifiable Homicide
W6028,64A,Human Trafficking - Commercial Sex Acts
W6028,64B,Human Trafficking - Involuntary Servitude
W6028,100,Kidnaping/Abduction
W6028,23A,Pocket-picking
W6028,23B,Purse-snatching
W6028,23C,Shoplifting
W6028,23D,Theft From Building
W6028,23E,Theft From Coin-Operated Machine or Device
W6028,23F,Theft From Motor Vehicle
W6028,23G,Theft of Motor Vehicle Parts/Accessories
W6028,23H,All Other Larceny
W6028,240,Motor Vehicle Theft
W6028,370,Pornography/Obscene Material
W6028,40A,Prostitution
