year,variable_num,variable_name,location_start,width
1992,V4043,OFFENDER NUMBER TO BE RELATED (7TH),108,2
1992,V4044,RELATIONSHIP OF VICTIM TO OFFENDER (7TH),110,2
1992,V4045,OFFENDER NUMBER TO BE RELATED (8TH),112,2
1992,V4046,RELATIONSHIP OF VICTIM TO OFFENDER (8TH),114,2
1992,V4047,OFFENDER NUMBER TO BE RELATED (9TH),116,2
1992,V4048,RELATIONSHIP OF VICTIM TO OFFENDER (9TH),118,2
1992,V4049,OFFENDER NUMBER TO BE RELATED (10TH),120,2
1992,V4050,RELATIONSHIP OF VICTIM TO OFFENDER (10TH),122,2
1992,V4051,N 04 RECORDS PER ORI-INCIDENT NUMBER,124,3
1992,V5001,SEGMENT LEVEL,1,2
1992,V5002,NUMERIC STATE CODE,3,2
1992,V5003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1992,V5004,INCIDENT NUMBER,14,12
1992,V5005,INCIDENT DATE,26,8
1992,V5006,OFFENDER SEQUENCE NUMBER,34,2
1992,V5007,AGE OF OFFENDER,36,2
1992,V5008,SEX OF OFFENDER,38,1
1992,V5009,RACE OF OFFENDER,39,1
1992,V5010,N 05 RECORDS PER ORI-INCIDENT NUMBER,40,3
1992,V6001,SEGMENT LEVEL,1,2
1992,V6002,NUMERIC STATE CODE,3,2
1992,V6003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1992,V6004,INCIDENT NUMBER,14,12
1992,V6005,INCIDENT DATE,26,8
1992,V6006,ARRESTEE SEQUENCE NUMBER,34,2
1992,V6007,ARREST TRANSACTION NUMBER,36,12
1992,V6008,ARREST DATE,48,8
1992,V6009,TYPE OF ARREST,56,1
1992,V6010,MULTIPLE ARRESTEE SEGMENTS INDICATOR,57,1
1992,V6011,UCR ARREST OFFENSE CODE,58,3
1992,V6012,ARRESTEE ARMED WITH 1,61,3
1992,V6013,ARRESTEE ARMED WITH 2,64,3
1992,V6014,AGE OF ARRESTEE,67,2
1992,V6015,SEX OF ARRESTEE,69,1
1992,V6016,RACE OF ARRESTEE,70,1
1992,V6017,ETHNICITY OF ARRESTEE,71,1
1992,V6018,RESIDENT STATUS OF ARRESTEE,72,1
1992,V6019,DISPOSITION OF ARRESTEE UNDER 18,73,1
1992,V6020,N 06 RECORDS PER ORI-INCIDENT NUMBER,74,3
1992,V7001,SEGMENT LEVEL,1,2
1992,V7002,NUMERIC STATE CODE,3,2
1992,V7003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1992,V7004,ARREST TRANSACTION / INCIDENT NUMBER,14,12
1992,V7005,ARREST DATE,26,8
1992,V7006,ARRESTEE SEQUENCE NUMBER,34,2
1992,V7007,CITY SUBMISSION,36,4
1992,V7008,TYPE OF ARREST,40,1
1992,V7009,UCR GROUP B ARREST OFFENSE CODE,41,3
1992,V7010,WEAPON 1 AND AUTOMATIC INDICATOR 1,44,3
1992,V7011,WEAPON 2 AND AUTOMATIC INDICATOR 2,47,3
1992,V7012,AGE OF ARRESTEE,50,2
1992,V7013,SEX OF ARRESTEE,52,1
1992,V7014,RACE OF ARRESTEE,53,1
1992,V7015,ETHNICITY OF ARRESTEE,54,1
1992,V7016,RESIDENT STATUS OF ARRESTEE,55,1
1992,V7017,DISPOSITION OF ARRESTEE UNDER 18,56,1
1992,V7018,N 07 RECORDS PER ORI-INCIDENT NUMBER,57,3
1992,W1001,SEGMENT LEVEL,1,2
1992,W1002,NUMERIC STATE CODE,3,2
1992,W1003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1992,W1004,INCIDENT NUMBER,14,12
1992,W1005,INCIDENT DATE,26,8
1992,W1006,REPORT DATE INDICATOR,34,1
1992,W1007,INCIDENT DATE HOUR,35,2
1992,W1008,TOTAL OFFENSE SEGMENTS,37,2
1992,W1009,TOTAL VICTIM SEGMENTS,39,3
1992,W1010,TOTAL OFFENDER SEGMENTS,42,2
1992,W1011,TOTAL ARRESTEE SEGMENTS,44,2
1992,W1012,CITY SUBMISSION,46,4
1992,W1013,CLEARED EXCEPTIONALLY,50,1
1992,W1014,EXCEPTIONAL CLEARANCE DATE,51,8
1992,W1015,OFFENSE CODE 1,59,3
1992,W1016,OFFENSE CODE 2,62,3
1992,W1017,OFFENSE CODE 3,65,3
1992,W1018,OFFENSE CODE 4,68,3
1992,W1019,OFFENSE CODE 5,71,3
1992,W1020,OFFENSE CODE 6,74,3
1992,W1021,OFFENSE CODE 7,77,3
1992,W1022,OFFENSE CODE 8,80,3
1992,W1023,OFFENSE CODE 9,83,3
1992,W1024,OFFENSE CODE 10,86,3
1992,W1025,N W1 RECORDS PER ORI-INCIDENT NUMBER,89,3
1992,W3001,SEGMENT LEVEL,1,2
1992,W3002,NUMERIC STATE CODE,3,2
1992,W3003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1992,W3004,INCIDENT NUMBER,14,12
1992,W3005,INCIDENT DATE,26,8
1992,W3006,PROPERTY LOSS/ETC.,34,1
1992,W3007,PROPERTY DESCRIPTION,35,2
1992,W3008,VALUE OF PROPERTY,37,9
1992,W3009,DATE RECOVERED,46,8
1992,W3010,NUMBER OF STOLEN MOTOR VEHICLES,54,2
1992,W3011,NUMBER OF RECOVERED MOTOR VEHICLES,56,2
1992,W3012,SUSPECTED DRUG TYPE 1,58,1
1992,W3013,ESTIMATED QUANTITY 1,59,9
1992,W3014,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 1,68,3
1992,W3015,TYPE MEASUREMENT 1,71,2
1992,W3016,SUSPECTED DRUG TYPE 2,58,1
1992,W3017,ESTIMATED QUANTITY 2,59,9
1992,W3018,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 2,68,3
1992,W3019,TYPE MEASUREMENT 2,71,2
1992,W3020,SUSPECTED DRUG TYPE 3,58,1
1992,W3021,ESTIMATED QUANTITY 3,59,9
1992,W3022,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 3,68,3
1992,W3023,TYPE MEASUREMENT 3,71,2
1992,W3024,WINDOW UCR OFFENSE CODE 1,103,3
1992,W3025,WINDOW UCR OFFENSE CODE 2,106,3
1992,W3026,WINDOW UCR OFFENSE CODE 3,109,3
1992,W3027,WINDOW UCR OFFENSE CODE 4,112,3
1992,W3028,WINDOW UCR OFFENSE CODE 5,115,3
1992,W3029,WINDOW UCR OFFENSE CODE 6,118,3
1992,W3030,WINDOW UCR OFFENSE CODE 7,121,3
1992,W3031,WINDOW UCR OFFENSE CODE 8,124,3
1992,W3032,WINDOW UCR OFFENSE CODE 9,127,3
1992,W3033,WINDOW UCR OFFENSE CODE 10,130,3
1992,W3034,N W3 RECORDS PER ORI-INCIDENT NUMBER,133,3
1992,W6001,SEGMENT LEVEL,1,2
1992,W6002,NUMERIC STATE CODE,3,2
1992,W6003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1992,W6004,INCIDENT NUMBER,14,12
1992,W6005,INCIDENT DATE,26,8
1992,W6006,ARRESTEE SEQUENCE NUMBER,34,2
1992,W6007,ARREST TRANSACTION NUMBER,36,12
1992,W6008,ARREST DATE,48,8
1992,W6009,TYPE OF ARREST,56,1
1992,W6010,MULTIPLE ARRESTEE SEGMENTS INDICATOR,57,1
1992,W6011,UCR ARREST OFFENSE CODE,58,3
1992,W6012,ARRESTEE ARMED WITH 1,61,3
1992,W6013,ARRESTEE ARMED WITH 2,64,3
1992,W6014,AGE OF ARRESTEE,67,2
1992,W6015,SEX OF ARRESTEE,69,1
1992,W6016,RACE OF ARRESTEE,70,1
1992,W6017,ETHNICITY OF ARRESTEE,71,1
1992,W6018,RESIDENT STATUS OF ARRESTEE,72,1
1992,W6019,DISPOSITION OF ARRESTEE UNDER 18,73,1
1992,W6021,WINDOW UCR OFFENSE CODE 1,75,3
1992,W6022,WINDOW UCR OFFENSE CODE 2,78,3
1992,W6023,WINDOW UCR OFFENSE CODE 3,81,3
1992,W6024,WINDOW UCR OFFENSE CODE 4,84,3
1992,W6025,WINDOW UCR OFFENSE CODE 5,87,3
1992,W6026,WINDOW UCR OFFENSE CODE 6,90,3
1992,W6027,WINDOW UCR OFFENSE CODE 7,93,3
1992,W6028,WINDOW UCR OFFENSE CODE 8,96,3
1992,W6029,WINDOW UCR OFFENSE CODE 9,99,3
1992,W6030,WINDOW UCR OFFENSE CODE 10,102,3
1993,B1001,SEGMENT LEVEL,1,2
1993,B1002,NUMERIC STATE CODE,3,2
1993,B1003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,B1004,INCIDENT NUMBER,14,12
1993,B1005,DATE ORI WAS ADDED,26,8
1993,B1006,DATE ORI WENT NIBRS,34,8
1993,B1007,CITY NAME,42,30
1993,B1008,STATE ABBREVIATION,72,2
1993,B1009,POPULATION GROUP,74,2
1993,B1010,COUNTRY DIVISION,76,1
1993,B1011,COUNTRY REGION,77,1
1993,B1012,AGENCY INDICATOR,78,1
1993,B1013,CORE CITY,79,1
1993,B1014,COVERED-BY ORI,80,9
1993,B1015,FBI FIELD OFFICE,89,4
1993,B1016,JUDICIAL DISTRICT,93,4
1993,B1017,AGENCY NIBRS FLAG,97,1
1993,B1018,AGENCY INACTIVE DATE,98,8
1993,B1019,FILLER BLANKS,106,27
1993,B1020,N B1 RECORDS PER ORI-INCIDENT NUMBER,133,3
1993,B2001,SEGMENT LEVEL,1,2
1993,B2002,NUMERIC STATE CODE,3,2
1993,B2003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,B2004,INCIDENT NUMBER,14,12
1993,B2005,CURRENT POPULATION 1,26,9
1993,B2006,UCR COUNTY CODE 1,35,3
1993,B2007,MSA CODE 1,38,3
1993,B2008,LAST POPULATION 1,41,9
1993,B2009,CURRENT POPULATION 2,50,9
1993,B2010,UCR COUNTY CODE 2,59,3
1993,B2011,MSA CODE 2,62,3
1993,B2012,LAST POPULATION 2,65,9
1993,B2013,CURRENT POPULATION 3,74,9
1993,B2014,UCR COUNTY CODE 3,83,3
1993,B2015,MSA CODE 3,86,3
1993,B2016,LAST POPULATION 3,89,9
1993,B2017,CURRENT POPULATION 4,98,9
1993,B2018,UCR COUNTY CODE 4,107,3
1993,B2019,MSA CODE 4,110,3
1993,B2020,LAST POPULATION 4,113,9
1993,B2021,FILLER BLANKS,122,11
1993,B2022,N B2 RECORDS PER ORI-INCIDENT NUMBER,133,3
1993,B3001,SEGMENT LEVEL,1,2
1993,B3002,NUMERIC STATE CODE,3,2
1993,B3003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,B3004,INCIDENT NUMBER,14,12
1993,B3005,CURRENT POPULATION 5,26,9
1993,B3006,UCR COUNTY CODE 5,35,3
1993,B3007,MSA CODE 5,38,3
1993,B3008,LAST POPULATION 5,41,9
1993,B3009,01-06-12 INDICATOR,50,2
1993,B3010,NUMBER OF MONTHS REPORTED,52,2
1993,B3011,MASTER FILE YEAR,54,4
1993,B3012,AGENCY ACTIVITY INDICATOR JANUARY,58,3
1993,B3013,AGENCY ACTIVITY INDICATOR FEBRUARY,61,3
1993,B3014,AGENCY ACTIVITY INDICATOR MARCH,64,3
1993,B3015,AGENCY ACTIVITY INDICATOR APRIL,67,3
1993,B3016,AGENCY ACTIVITY INDICATOR MAY,70,3
1993,B3017,AGENCY ACTIVITY INDICATOR JUNE,73,3
1993,B3018,AGENCY ACTIVITY INDICATOR JULY,76,3
1993,B3019,AGENCY ACTIVITY INDICATOR AUGUST,79,3
1993,B3020,AGENCY ACTIVITY INDICATOR SEPTEMBER,82,3
1993,B3021,AGENCY ACTIVITY INDICATOR OCTOBER,85,3
1993,B3022,AGENCY ACTIVITY INDICATOR NOVEMBER,88,3
1993,B3023,AGENCY ACTIVITY INDICATOR DECEMBER,91,3
1993,B3024,FIPS COUNTY 1,94,3
1993,B3025,FIPS COUNTY 2,97,3
1993,B3026,FIPS COUNTY 3,100,3
1993,B3027,FIPS COUNTY 4,103,3
1993,B3028,FIPS COUNTY 5,106,3
1993,B3029,FILLER BLANKS,109,24
1993,B3030,N B3 RECORDS PER ORI-INCIDENT NUMBER,133,3
1993,V1001,SEGMENT LEVEL,1,2
1993,V1002,NUMERIC STATE CODE,3,2
1993,V1003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V1004,INCIDENT NUMBER,14,12
1993,V1005,INCIDENT DATE,26,8
1993,V1006,REPORT DATE INDICATOR,34,1
1993,V1007,INCIDENT DATE HOUR,35,2
1993,V1008,TOTAL OFFENSE SEGMENTS,37,2
1993,V1009,TOTAL VICTIM SEGMENTS,39,3
1993,V1010,TOTAL OFFENDER SEGMENTS,42,2
1993,V1011,TOTAL ARRESTEE SEGMENTS,44,2
1993,V1012,CITY SUBMISSION,46,4
1993,V1013,CLEARED EXCEPTIONALLY,50,1
1993,V1014,EXCEPTIONAL CLEARANCE DATE,51,8
1993,V1015,N 01 RECORDS PER ORI-INCIDENT NUMBER,59,3
1993,V2001,SEGMENT LEVEL,1,2
1993,V2002,NUMERIC STATE CODE,3,2
1993,V2003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V2004,INCIDENT NUMBER,14,12
1993,V2005,INCIDENT DATE,26,8
1993,V2006,UCR OFFENSE CODE,34,3
1993,V2007,OFFENSE ATTEMPTED/COMPLETED,37,1
1993,V2008,OFFENDER(S) SUSPECTED OF USING 1,38,1
1993,V2009,OFFENDER(S)OF USING 2,39,1
1993,V2010,OFFENDERS(S)OF USING 2,40,1
1993,V2011,LOCATION TYPE,41,2
1993,V2012,NUMBER OF PREMISES ENTERED,43,2
1993,V2013,METHOD OF ENTRY,45,1
1993,V2014,TYPE OF CRIMINAL ACTIVITY 1,46,1
1993,V2015,TYPE OF CRIMINAL ACTIVITY 2,47,1
1993,V2016,TYPE OF CRIMINAL ACTIVITY 3,48,1
1993,V2017,TYPE WEAPON/FORCE INVOLVED 1,49,3
1993,V2018,TYPE WEAPON/FORCE INVOLVED 2,52,3
1993,V2019,TYPE WEAPON/FORCE INVOLVED 3,55,3
1993,V2020,BIAS MOTIVATION,58,2
1993,V2021,N 02 RECORDS PER ORI-INCIDENT NUMBER,60,3
1993,V3001,SEGMENT LEVEL,1,2
1993,V3002,NUMERIC STATE CODE,3,2
1993,V3003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V3004,INCIDENT NUMBER,14,12
1993,V3005,INCIDENT DATE,26,8
1993,V3006,TYPE PROPERTY LOSS/ETC,34,1
1993,V3007,PROPERTY DESCRIPTION,35,2
1993,V3008,VALUE OF PROPERTY,37,9
1993,V3009,DATE RECOVERED,46,8
1993,V3010,NUMBER OF STOLEN MOTOR VEHICLES,54,2
1993,V3011,NUMBER OF RECOVERED MOTOR VEHICLES,56,2
1993,V3012,SUSPECTED DRUG TYPE 1,58,1
1993,V3013,ESTIMATED QUANTITY 1,59,9
1993,V3014,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 1,68,3
1993,V3015,TYPE MEASUREMENT 1,71,2
1993,V3016,SUSPECTED DRUG TYPE 2,58,1
1993,V3017,ESTIMATED QUANTITY 2,59,9
1993,V3018,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 2,68,3
1993,V3019,TYPE MEASUREMENT 2,71,2
1993,V3020,SUSPECTED DRUG TYPE 3,58,1
1993,V3021,ESTIMATED QUANTITY 3,59,9
1993,V3022,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 3,68,3
1993,V3023,TYPE MEASUREMENT 3,71,2
1993,V3024,N 03 RECORDS PER ORI-INCIDENT NUMBER,103,3
1993,V4001,SEGMENT LEVEL,1,2
1993,V4002,NUMERIC STATE CODE,3,2
1993,V4003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V4004,INCIDENT NUMBER,14,12
1993,V4005,INCIDENT DATE,26,8
1993,V4006,VICTIM SEQUENCE NUMBER,34,3
1993,V4007,UCR OFFENSE CODE 1,37,3
1993,V4008,UCR OFFENSE CODE 2,40,3
1993,V4009,UCR OFFENSE CODE 3,43,3
1993,V4010,UCR OFFENSE CODE 4,46,3
1993,V4011,UCR OFFENSE CODE 5,49,3
1993,V4012,UCR OFFENSE CODE 6,52,3
1993,V4013,UCR OFFENSE CODE 7,55,3
1993,V4014,UCR OFFENSE CODE 8,58,3
1993,V4015,UCR OFFENSE CODE 9,61,3
1993,V4016,UCR OFFENSE CODE 10,64,3
1993,V4017,TYPE OF VICTIM,67,1
1993,V4018,AGE OF VICTIM,68,2
1993,V4019,SEX OF VICTIM,70,1
1993,V4020,RACE OF VICTIM,71,1
1993,V4021,ETHNICITY OF VICTIM,72,1
1993,V4022,RESIDENT STATUS OF VICTIM,73,1
1993,V4023,AGGRAVATED ASSAULT/HOMICIDE CIRCUMSTANCES 1,74,2
1993,V4024,AGGRAVATED ASSAULT/HOMICIDE CIRCUMSTANCES 2,76,2
1993,V4025,ADDITIONAL JUSTIFIABLE HOMICIDE CIRCUMSTANCES,78,1
1993,V4026,TYPE INJURY 1,79,1
1993,V4027,TYPE INJURY 2,80,1
1993,V4028,TYPE INJURY 3,81,1
1993,V4029,TYPE INJURY 4,82,1
1993,V4030,TYPE INJURY 5,83,1
1993,V4031,OFFENDER NUMBER TO BE RELATED (1ST),84,2
1993,V4032,RELATIONSHIP OF VICTIM TO OFFENDER (1ST),86,2
1993,V4033,OFFENDER NUMBER TO BE RELATED (2ND),88,2
1993,V4034,RELATIONSHIP OF VICTIM TO OFFENDER (2ND),90,2
1993,V4035,OFFENDER NUMBER TO BE RELATED (3RD),92,2
1993,V4036,RELATIONSHIP OF VICTIM TO OFFENDER (3RD),94,2
1993,V4037,OFFENDER NUMBER TO BE RELATED (4TH),96,2
1993,V4038,RELATIONSHIP OF VICTIM TO OFFENDER (4TH),98,2
1993,V4039,OFFENDER NUMBER TO BE RELATED (5TH),100,2
1993,V4040,RELATIONSHIP OF VICTIM TO OFFENDER (5TH),102,2
1993,V4041,OFFENDER NUMBER TO BE RELATED (6TH),104,2
1993,V4042,RELATIONSHIP OF VICTIM TO OFFENDER (6TH),106,2
1993,V4043,OFFENDER NUMBER TO BE RELATED (7TH),108,2
1993,V4044,RELATIONSHIP OF VICTIM TO OFFENDER (7TH),110,2
1993,V4045,OFFENDER NUMBER TO BE RELATED (8TH),112,2
1993,V4046,RELATIONSHIP OF VICTIM TO OFFENDER (8TH),114,2
1993,V4047,OFFENDER NUMBER TO BE RELATED (9TH),116,2
1993,V4048,RELATIONSHIP OF VICTIM TO OFFENDER (9TH),118,2
1993,V4049,OFFENDER NUMBER TO BE RELATED (10TH),120,2
1993,V4050,RELATIONSHIP OF VICTIM TO OFFENDER (10TH),122,2
1993,V4051,N 04 RECORDS PER ORI-INCIDENT NUMBER,124,3
1993,V5001,SEGMENT LEVEL,1,2
1993,V5002,NUMERIC STATE CODE,3,2
1993,V5003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V5004,INCIDENT NUMBER,14,12
1993,V5005,INCIDENT DATE,26,8
1993,V5006,OFFENDER SEQUENCE NUMBER,34,2
1993,V5007,AGE OF OFFENDER,36,2
1993,V5008,SEX OF OFFENDER,38,1
1993,V5009,RACE OF OFFENDER,39,1
1993,V5010,N 05 RECORDS PER ORI-INCIDENT NUMBER,40,3
1993,V6001,SEGMENT LEVEL,1,2
1993,V6002,NUMERIC STATE CODE,3,2
1993,V6003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V6004,INCIDENT NUMBER,14,12
1993,V6005,INCIDENT DATE,26,8
1993,V6006,ARRESTEE SEQUENCE NUMBER,34,2
1993,V6007,ARREST TRANSACTION NUMBER,36,12
1993,V6008,ARREST DATE,48,8
1993,V6009,TYPE OF ARREST,56,1
1993,V6010,MULTIPLE ARRESTEE SEGMENTS INDICATOR,57,1
1993,V6011,UCR ARREST OFFENSE CODE,58,3
1993,V6012,ARRESTEE ARMED WITH 1,61,3
1993,V6013,ARRESTEE ARMED WITH 2,64,3
1993,V6014,AGE OF ARRESTEE,67,2
1993,V6015,SEX OF ARRESTEE,69,1
1993,V6016,RACE OF ARRESTEE,70,1
1993,V6017,ETHNICITY OF ARRESTEE,71,1
1993,V6018,RESIDENT STATUS OF ARRESTEE,72,1
1993,V6019,DISPOSITION OF ARRESTEE UNDER 18,73,1
1993,V6020,N 06 RECORDS PER ORI-INCIDENT NUMBER,74,3
1993,V7001,SEGMENT LEVEL,1,2
1993,V7002,NUMERIC STATE CODE,3,2
1993,V7003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,V7004,ARREST TRANSACTION / INCIDENT NUMBER,14,12
1993,V7005,ARREST DATE,26,8
1993,V7006,ARRESTEE SEQUENCE NUMBER,34,2
1993,V7007,CITY SUBMISSION,36,4
1993,V7008,TYPE OF ARREST,40,1
1993,V7009,UCR GROUP B ARREST OFFENSE CODE,41,3
1993,V7010,WEAPON 1 AND AUTOMATIC INDICATOR 1,44,3
1993,V7011,WEAPON 2 AND AUTOMATIC INDICATOR 2,47,3
1993,V7012,AGE OF ARRESTEE,50,2
1993,V7013,SEX OF ARRESTEE,52,1
1993,V7014,RACE OF ARRESTEE,53,1
1993,V7015,ETHNICITY OF ARRESTEE,54,1
1993,V7016,RESIDENT STATUS OF ARRESTEE,55,1
1993,V7017,DISPOSITION OF ARRESTEE UNDER 18,56,1
1993,V7018,N 07 RECORDS PER ORI-INCIDENT NUMBER,57,3
1993,W1001,SEGMENT LEVEL,1,2
1993,W1002,NUMERIC STATE CODE,3,2
1993,W1003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,W1004,INCIDENT NUMBER,14,12
1993,W1005,INCIDENT DATE,26,8
1993,W1006,REPORT DATE INDICATOR,34,1
1993,W1007,INCIDENT DATE HOUR,35,2
1993,W1008,TOTAL OFFENSE SEGMENTS,37,2
1993,W1009,TOTAL VICTIM SEGMENTS,39,3
1993,W1010,TOTAL OFFENDER SEGMENTS,42,2
1993,W1011,TOTAL ARRESTEE SEGMENTS,44,2
1993,W1012,CITY SUBMISSION,46,4
1993,W1013,CLEARED EXCEPTIONALLY,50,1
1993,W1014,EXCEPTIONAL CLEARANCE DATE,51,8
1993,W1015,OFFENSE CODE 1,59,3
1993,W1016,OFFENSE CODE 2,62,3
1993,W1017,OFFENSE CODE 3,65,3
1993,W1018,OFFENSE CODE 4,68,3
1993,W1019,OFFENSE CODE 5,71,3
1993,W1020,OFFENSE CODE 6,74,3
1993,W1021,OFFENSE CODE 7,77,3
1993,W1022,OFFENSE CODE 8,80,3
1993,W1023,OFFENSE CODE 9,83,3
1993,W1024,OFFENSE CODE 10,86,3
1993,W1025,N W1 RECORDS PER ORI-INCIDENT NUMBER,89,3
1993,W3001,SEGMENT LEVEL,1,2
1993,W3002,NUMERIC STATE CODE,3,2
1993,W3003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,W3004,INCIDENT NUMBER,14,12
1993,W3005,INCIDENT DATE,26,8
1993,W3006,PROPERTY LOSS/ETC.,34,1
1993,W3007,PROPERTY DESCRIPTION,35,2
1993,W3008,VALUE OF PROPERTY,37,9
1993,W3009,DATE RECOVERED,46,8
1993,W3010,NUMBER OF STOLEN MOTOR VEHICLES,54,2
1993,W3011,NUMBER OF RECOVERED MOTOR VEHICLES,56,2
1993,W3012,SUSPECTED DRUG TYPE 1,58,1
1993,W3013,ESTIMATED QUANTITY 1,59,9
1993,W3014,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 1,68,3
1993,W3015,TYPE MEASUREMENT 1,71,2
1993,W3016,SUSPECTED DRUG TYPE 2,58,1
1993,W3017,ESTIMATED QUANTITY 2,59,9
1993,W3018,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 2,68,3
1993,W3019,TYPE MEASUREMENT 2,71,2
1993,W3020,SUSPECTED DRUG TYPE 3,58,1
1993,W3021,ESTIMATED QUANTITY 3,59,9
1993,W3022,ESTIMATED QUANTITY - FRACTIONAL THOUSANDTHS 3,68,3
1993,W3023,TYPE MEASUREMENT 3,71,2
1993,W3024,WINDOW UCR OFFENSE CODE 1,103,3
1993,W3025,WINDOW UCR OFFENSE CODE 2,106,3
1993,W3026,WINDOW UCR OFFENSE CODE 3,109,3
1993,W3027,WINDOW UCR OFFENSE CODE 4,112,3
1993,W3028,WINDOW UCR OFFENSE CODE 5,115,3
1993,W3029,WINDOW UCR OFFENSE CODE 6,118,3
1993,W3030,WINDOW UCR OFFENSE CODE 7,121,3
1993,W3031,WINDOW UCR OFFENSE CODE 8,124,3
1993,W3032,WINDOW UCR OFFENSE CODE 9,127,3
1993,W3033,WINDOW UCR OFFENSE CODE 10,130,3
1993,W3034,N W3 RECORDS PER ORI-INCIDENT NUMBER,133,3
1993,W6001,SEGMENT LEVEL,1,2
1993,W6002,NUMERIC STATE CODE,3,2
1993,W6003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1993,W6004,INCIDENT NUMBER,14,12
1993,W6005,INCIDENT DATE,26,8
1993,W6006,ARRESTEE SEQUENCE NUMBER,34,2
1993,W6007,ARREST TRANSACTION NUMBER,36,12
1993,W6008,ARREST DATE,48,8
1993,W6009,TYPE OF ARREST,56,1
1993,W6010,MULTIPLE ARRESTEE SEGMENTS INDICATOR,57,1
1993,W6011,UCR ARREST OFFENSE CODE,58,3
1993,W6012,ARRESTEE ARMED WITH 1,61,3
1993,W6013,ARRESTEE ARMED WITH 2,64,3
1993,W6014,AGE OF ARRESTEE,67,2
1993,W6015,SEX OF ARRESTEE,69,1
1993,W6016,RACE OF ARRESTEE,70,1
1993,W6017,ETHNICITY OF ARRESTEE,71,1
1993,W6018,RESIDENT STATUS OF ARRESTEE,72,1
1993,W6019,DISPOSITION OF ARRESTEE UNDER 18,73,1
1993,W6021,WINDOW UCR OFFENSE CODE 1,75,3
1993,W6022,WINDOW UCR OFFENSE CODE 2,78,3
1993,W6023,WINDOW UCR OFFENSE CODE 3,81,3
1993,W6024,WINDOW UCR OFFENSE CODE 4,84,3
1993,W6025,WINDOW UCR OFFENSE CODE 5,87,3
1993,W6026,WINDOW UCR OFFENSE CODE 6,90,3
1993,W6027,WINDOW UCR OFFENSE CODE 7,93,3
1993,W6028,WINDOW UCR OFFENSE CODE 8,96,3
1993,W6029,WINDOW UCR OFFENSE CODE 9,99,3
1993,W6030,WINDOW UCR OFFENSE CODE 10,102,3
1994,B1001,SEGMENT LEVEL,1,2
1994,B1002,NUMERIC STATE CODE,3,2
1994,B1003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1994,B1004,INCIDENT NUMBER,14,12
1994,B1005,DATE ORI WAS ADDED,26,8
1994,B1006,DATE ORI WENT NIBRS,34,8
1994,B1007,CITY NAME,42,30
1994,B1008,STATE ABBREVIATION,72,2
1994,B1009,POPULATION GROUP,74,2
1994,B1010,COUNTRY DIVISION,76,1
1994,B1011,COUNTRY REGION,77,1
1994,B1012,AGENCY INDICATOR,78,1
1994,B1013,CORE CITY,79,1
1994,B1014,COVERED-BY ORI,80,9
1994,B1015,FBI FIELD OFFICE,89,4
1994,B1016,JUDICIAL DISTRICT,93,4
1994,B1017,AGENCY NIBRS FLAG,97,1
1994,B1018,AGENCY INACTIVE DATE,98,8
1994,B1019,FILLER BLANKS,106,27
1994,B1020,N B1 RECORDS PER ORI-INCIDENT NUMBER,133,3
1994,B2001,SEGMENT LEVEL,1,2
1994,B2002,NUMERIC STATE CODE,3,2
1994,B2003,ORIGINATING AGENCY IDENTIFIER (ORI),5,9
1994,B2004,INCIDENT NUMBER,14,12
1994,B2005,CURRENT POPULATION 1,26,9
1994,B2006,UCR COUNTY CODE 1,35,3
1994,B2007,MSA CODE 1,38,3
1994,B2008,LAST POPULATION 1,41,9
1994,B2009,CURRENT POPULATION 2,50,9
1994,B2010,UCR COUNTY CODE 2,59,3
